persona_id,age,gender,city,state,education,occupation,income_inr,language,marital_status,children,lifestyle,shopping_frequency,online_shopping_pct,offline_shopping_pct,payment_method,vehicle,technology_adoption,health_consciousness,food_preference,political_interest,social_media_usage,brand_loyalty,price_sensitivity,risk_taking,impulse_buying,discount_preference,premium_preference,preferred_brand,communication_style,response_length,openness,conscientiousness,extraversion,agreeableness,neuroticism,confidence,optimism,patience,curiosity,practicality,emotional_score
P02718,62,Male,Kolkata,West Bengal,B.Sc,Government Employee,2356000,Hindi,Married,0,Minimalist,Weekly,54,46,Cash,None,Late Adopter,40,Eggetarian,Medium,41,33,90,90,47,22,29,Puma,Professional,Long,78,60,17,75,41,47,1,45,47,19,36
P02719,22,Male,Bhopal,Madhya Pradesh,MBBS,Business Owner,896000,"Hindi, English",Single,0,Minimalist,Occasionally,51,49,Net Banking,Bike,Early Adopter,80,Non-Vegetarian,Medium,53,52,22,77,58,21,47,Boat,Friendly,Medium,36,48,92,78,76,41,59,24,56,27,39
P02720,51,Female,Patna,Bihar,MBA,Freelancer,244000,"Hindi, English, Tamil",Married,1,Luxury,Occasionally,13,87,Cash,Bike,Late Adopter,49,Vegan,High,21,70,51,49,11,74,65,Nike,Professional,Long,4,35,6,54,17,7,73,82,40,29,37
P02721,25,Male,Kochi,Kerala,B.Tech,Accountant,2093000,Hindi,Single,0,Luxury,Weekly,12,88,UPI,None,Early Adopter,32,Non-Vegetarian,Medium,31,32,77,69,71,53,66,Boat,Concise,Medium,54,68,52,62,26,36,95,66,16,46,88
P02722,33,Male,Delhi,Delhi,B.Tech,Nurse,850000,English,Single,0,Luxury,Occasionally,42,58,Cash,None,Mainstream,54,Vegetarian,Medium,98,31,53,90,39,90,94,Boat,Professional,Long,97,85,49,97,79,34,39,18,83,9,92
P02723,22,Male,Lucknow,Uttar Pradesh,MCA,Student,546000,English,Single,0,Luxury,Weekly,56,44,Credit Card,Bike,Mainstream,100,Vegetarian,Medium,13,81,72,60,14,5,33,Apple,Professional,Medium,55,34,98,98,52,30,69,74,72,75,20
P02724,27,Female,Bhopal,Madhya Pradesh,Diploma,Lawyer,2283000,"Hindi, English, Tamil",Single,0,Balanced,Occasionally,90,10,UPI,Car,Late Adopter,64,Non-Vegetarian,Medium,65,8,43,35,15,56,32,Samsung,Friendly,Medium,46,5,98,1,53,85,87,73,21,14,43
P02725,30,Male,Chennai,Tamil Nadu,High School,Designer,372000,"Hindi, English, Telugu",Single,0,Luxury,Monthly,71,29,Net Banking,None,Mainstream,79,Vegetarian,Low,87,81,30,5,31,76,31,Levi's,Professional,Long,86,95,66,14,100,28,90,1,89,13,18
P02726,23,Female,Bhopal,Madhya Pradesh,PhD,Government Employee,2510000,"Hindi, English, Tamil",Single,0,Balanced,Monthly,46,54,UPI,None,Early Adopter,33,Vegetarian,Low,24,77,4,56,16,50,73,Samsung,Professional,Short,54,10,8,54,64,4,60,51,76,49,62
P02727,18,Male,Jaipur,Rajasthan,MBBS,Government Employee,1186000,"Hindi, English, Marathi",Single,0,Minimalist,Monthly,26,74,Cash,Bike,Early Adopter,51,Eggetarian,High,83,64,69,98,10,8,45,Nike,Professional,Short,53,85,89,71,55,30,10,65,46,48,17
P02728,60,Female,Lucknow,Uttar Pradesh,MCA,Sales Executive,4149000,"Hindi, English, Telugu",Married,0,Balanced,Weekly,51,49,UPI,Both,Late Adopter,96,Vegan,High,12,12,46,27,37,3,82,Puma,Friendly,Medium,18,55,78,99,80,53,85,75,56,73,58
P02729,44,Female,Hyderabad,Telangana,PhD,Accountant,263000,English,Married,3,Luxury,Weekly,81,19,Cash,None,Mainstream,15,Non-Vegetarian,Medium,76,91,83,55,35,86,6,Boat,Concise,Short,27,71,31,40,13,1,31,9,13,10,48
P02730,40,Female,Patna,Bihar,MCA,Student,749000,"Hindi, English, Marathi",Married,0,Luxury,Monthly,94,6,Net Banking,None,Late Adopter,24,Eggetarian,Medium,49,2,88,91,80,38,30,Nike,Direct,Short,26,6,20,17,26,73,99,82,32,84,45
P02731,35,Male,Mumbai,Maharashtra,MBA,Business Owner,850000,"Hindi, English",Married,1,Balanced,Monthly,81,19,Credit Card,Both,Late Adopter,10,Non-Vegetarian,Low,77,50,84,92,41,82,90,Levi's,Friendly,Medium,11,42,85,37,73,49,7,87,50,56,8
P02732,46,Female,Lucknow,Uttar Pradesh,B.Sc,Business Owner,918000,"Hindi, English, Telugu",Married,1,Luxury,Monthly,47,53,Net Banking,Bike,Mainstream,68,Eggetarian,Medium,76,59,44,14,88,43,63,Tata,Direct,Short,41,66,30,19,55,83,75,61,82,31,52
P02733,21,Female,Kochi,Kerala,B.Com,Content Creator,662000,"Hindi, English, Marathi",Single,0,Luxury,Occasionally,19,81,Credit Card,None,Late Adopter,6,Eggetarian,High,23,64,71,32,92,95,30,Nike,Professional,Long,93,90,49,72,30,34,41,15,10,55,90
P02734,22,Male,Chandigarh,Chandigarh,M.Tech,Designer,930000,"Hindi, English, Telugu",Single,0,Minimalist,Weekly,50,50,Net Banking,Bike,Early Adopter,22,Vegan,Low,79,99,26,49,98,44,66,Titan,Friendly,Medium,93,79,79,50,7,43,20,5,93,39,70
P02735,52,Male,Kochi,Kerala,MBA,Teacher,3293000,"Hindi, English, Telugu",Single,0,Luxury,Weekly,69,31,Credit Card,Car,Early Adopter,46,Vegan,High,37,5,79,39,66,60,10,Titan,Friendly,Long,79,11,82,60,69,1,99,64,51,54,13
P02736,41,Female,Jaipur,Rajasthan,MBBS,Content Creator,246000,"Hindi, English, Marathi",Single,0,Minimalist,Occasionally,90,10,Cash,None,Early Adopter,11,Non-Vegetarian,Medium,41,9,19,24,2,9,54,Adidas,Professional,Medium,51,78,14,31,52,40,83,58,24,88,43
P02737,55,Female,Lucknow,Uttar Pradesh,MBBS,Lawyer,1628000,English,Single,0,Luxury,Occasionally,31,69,Net Banking,Car,Early Adopter,99,Eggetarian,Medium,14,34,32,5,13,82,74,Boat,Friendly,Medium,60,30,52,25,20,42,14,46,31,12,6
P02738,63,Female,Chennai,Tamil Nadu,B.Com,Student,4621000,Hindi,Married,2,Minimalist,Weekly,38,62,Credit Card,Car,Late Adopter,6,Eggetarian,Medium,48,38,90,62,56,77,12,Levi's,Direct,Short,45,73,42,9,83,65,36,53,75,89,14
P02739,48,Male,Bengaluru,Karnataka,B.Sc,Business Owner,880000,"Hindi, English, Tamil",Married,0,Minimalist,Monthly,88,12,Credit Card,Car,Early Adopter,78,Vegan,High,26,31,30,28,8,55,47,Puma,Concise,Medium,9,31,46,44,17,91,18,1,90,20,17
P02740,46,Female,Indore,Madhya Pradesh,MCA,Business Owner,405000,Hindi,Married,1,Luxury,Monthly,78,22,Debit Card,None,Mainstream,24,Eggetarian,High,71,92,77,71,32,29,91,Samsung,Direct,Long,66,74,56,71,32,47,39,5,48,18,87
P02741,38,Female,Patna,Bihar,B.Sc,Student,3344000,"Hindi, English",Married,2,Minimalist,Weekly,60,40,Net Banking,None,Early Adopter,66,Eggetarian,Low,74,9,43,64,88,23,64,Puma,Direct,Medium,90,32,86,53,22,20,78,69,23,99,21
P02742,39,Male,Jaipur,Rajasthan,B.Com,Farmer,3384000,English,Married,1,Minimalist,Monthly,21,79,Net Banking,Car,Late Adopter,89,Eggetarian,Low,8,74,34,12,68,35,38,Boat,Concise,Long,97,21,100,6,35,24,40,44,94,64,82
P02743,55,Female,Delhi,Delhi,MCA,Doctor,895000,"Hindi, English, Tamil",Single,0,Minimalist,Occasionally,95,5,UPI,None,Late Adopter,66,Vegetarian,High,100,100,83,98,21,86,76,Adidas,Direct,Medium,36,28,68,44,99,83,59,23,78,6,30
P02744,26,Male,Chennai,Tamil Nadu,M.Tech,Designer,1182000,"Hindi, English",Single,0,Balanced,Occasionally,50,50,Cash,Bike,Late Adopter,25,Vegan,Medium,10,7,59,18,57,60,85,Titan,Concise,Long,54,81,43,83,95,78,63,31,20,38,54
P02745,19,Female,Chennai,Tamil Nadu,MCA,Marketing Manager,471000,Hindi,Single,0,Minimalist,Occasionally,54,46,UPI,None,Late Adopter,18,Eggetarian,Low,93,100,48,66,85,99,28,Sony,Friendly,Medium,99,9,59,99,7,82,19,36,84,46,84
P02746,64,Female,Chennai,Tamil Nadu,B.Tech,Sales Executive,3899000,"Hindi, English, Tamil",Single,0,Luxury,Weekly,65,35,Debit Card,Car,Early Adopter,23,Non-Vegetarian,Low,71,25,58,22,10,26,2,Nike,Concise,Short,24,17,4,39,39,71,37,2,83,4,2
P02747,35,Female,Mumbai,Maharashtra,B.Sc,Lawyer,2427000,"Hindi, English, Marathi",Married,1,Luxury,Occasionally,31,69,Credit Card,None,Mainstream,20,Vegan,Low,36,99,32,26,34,60,58,Nike,Direct,Medium,69,91,34,37,31,63,50,19,82,71,20
P02748,39,Female,Hyderabad,Telangana,PhD,Lawyer,4746000,"Hindi, English",Married,1,Luxury,Monthly,73,27,Debit Card,Car,Late Adopter,71,Vegan,Medium,99,81,96,98,87,98,74,Boat,Direct,Short,4,1,65,98,88,57,12,7,55,19,29
P02749,39,Male,Lucknow,Uttar Pradesh,PhD,Doctor,1065000,"Hindi, English, Marathi",Married,2,Luxury,Monthly,45,55,Net Banking,Car,Mainstream,90,Vegan,High,85,43,52,90,54,2,24,Apple,Concise,Medium,83,19,36,94,41,11,31,94,8,75,53
P02750,25,Male,Ahmedabad,Gujarat,B.Com,Lawyer,4454000,"Hindi, English, Marathi",Single,0,Luxury,Occasionally,52,48,Debit Card,Car,Early Adopter,99,Eggetarian,High,39,22,56,42,87,36,75,Puma,Friendly,Medium,6,48,61,45,35,80,38,11,43,66,60
P02751,37,Female,Hyderabad,Telangana,Diploma,Designer,276000,"Hindi, English",Married,1,Minimalist,Occasionally,86,14,Net Banking,Car,Late Adopter,72,Vegan,Medium,66,11,10,49,90,41,46,Apple,Direct,Medium,77,8,68,57,55,78,73,16,48,60,36
P02752,53,Male,Bhopal,Madhya Pradesh,B.Sc,Content Creator,4312000,"Hindi, English, Tamil",Single,0,Minimalist,Occasionally,64,36,UPI,Bike,Mainstream,64,Non-Vegetarian,Low,33,74,2,94,78,100,31,Boat,Friendly,Medium,35,78,58,65,38,59,42,22,22,65,9
P02753,41,Female,Indore,Madhya Pradesh,MBA,Sales Executive,1701000,"Hindi, English, Tamil",Single,0,Luxury,Weekly,48,52,Cash,Bike,Late Adopter,77,Eggetarian,High,89,90,18,5,35,27,5,Samsung,Concise,Short,37,18,54,30,96,64,48,80,77,82,98
P02754,65,Female,Kolkata,West Bengal,B.Tech,Government Employee,4329000,"Hindi, English",Married,2,Balanced,Monthly,75,25,UPI,Car,Early Adopter,85,Eggetarian,Medium,47,77,98,74,61,47,92,Adidas,Friendly,Long,87,11,69,68,99,81,84,86,14,80,33
P02755,20,Female,Pune,Maharashtra,MBBS,Accountant,2238000,"Hindi, English, Telugu",Single,0,Balanced,Weekly,62,38,Net Banking,None,Late Adopter,69,Non-Vegetarian,Medium,67,7,47,70,26,7,57,Sony,Friendly,Long,1,41,33,18,52,4,19,97,36,36,17
P02756,63,Male,Indore,Madhya Pradesh,MCA,Content Creator,2051000,"Hindi, English",Single,0,Luxury,Monthly,74,26,Credit Card,Both,Mainstream,32,Vegan,High,93,40,70,47,5,57,3,Samsung,Friendly,Long,39,18,23,30,42,93,41,96,4,36,40
P02757,62,Male,Jaipur,Rajasthan,MCA,Content Creator,1087000,"Hindi, English, Marathi",Single,0,Minimalist,Weekly,94,6,Net Banking,None,Early Adopter,1,Vegetarian,High,14,7,33,12,19,47,66,Titan,Concise,Long,6,38,77,84,51,1,18,83,21,41,6
P02758,57,Male,Chennai,Tamil Nadu,High School,Software Engineer,1041000,"Hindi, English",Single,0,Balanced,Weekly,74,26,Cash,None,Mainstream,18,Non-Vegetarian,Medium,6,17,92,49,16,17,48,Tata,Friendly,Medium,75,63,52,1,33,6,24,58,15,69,89
P02759,31,Male,Patna,Bihar,Diploma,Student,586000,"Hindi, English",Married,2,Minimalist,Monthly,84,16,Debit Card,None,Early Adopter,96,Non-Vegetarian,Medium,86,15,99,85,94,71,66,Tata,Friendly,Medium,96,41,64,50,37,73,39,57,65,85,76
P02760,47,Male,Lucknow,Uttar Pradesh,PhD,Freelancer,758000,"Hindi, English, Telugu",Married,0,Luxury,Monthly,62,38,Cash,Both,Mainstream,86,Non-Vegetarian,Low,56,56,29,86,91,95,11,Titan,Friendly,Long,57,65,83,100,59,49,70,90,20,38,48
P02761,51,Female,Bengaluru,Karnataka,MBA,Software Engineer,3407000,English,Married,1,Balanced,Monthly,64,36,Debit Card,Car,Late Adopter,66,Eggetarian,Medium,23,39,4,45,35,15,53,Titan,Friendly,Short,16,34,23,15,86,92,99,40,60,23,84
P02762,33,Male,Chandigarh,Chandigarh,B.Com,Teacher,3870000,"Hindi, English",Married,2,Balanced,Weekly,52,48,Credit Card,Both,Mainstream,12,Non-Vegetarian,Medium,29,20,1,95,43,68,76,Nike,Direct,Long,96,61,79,2,83,34,84,20,50,87,56
P02763,24,Male,Lucknow,Uttar Pradesh,MCA,Sales Executive,1766000,"Hindi, English, Telugu",Single,0,Luxury,Monthly,49,51,Credit Card,Car,Late Adopter,19,Eggetarian,High,1,27,90,88,13,20,4,Samsung,Friendly,Long,22,96,62,95,78,51,66,44,48,99,73
P02764,43,Female,Chennai,Tamil Nadu,B.Tech,Software Engineer,899000,Hindi,Married,3,Minimalist,Weekly,80,20,Net Banking,None,Early Adopter,41,Non-Vegetarian,High,3,32,7,49,40,92,16,Sony,Concise,Long,3,22,96,11,39,73,24,81,98,80,8
P02765,47,Male,Pune,Maharashtra,High School,Software Engineer,341000,"Hindi, English, Telugu",Married,1,Minimalist,Weekly,54,46,UPI,None,Late Adopter,70,Eggetarian,High,28,8,82,56,89,1,66,Boat,Friendly,Long,82,19,80,12,32,48,25,76,100,35,12
P02766,61,Male,Bengaluru,Karnataka,MCA,Teacher,4011000,Hindi,Married,1,Balanced,Monthly,39,61,Cash,None,Early Adopter,56,Non-Vegetarian,Low,15,47,76,49,83,78,45,Puma,Professional,Long,88,10,95,59,71,8,70,71,44,44,64
P02767,43,Male,Pune,Maharashtra,Diploma,Content Creator,3727000,"Hindi, English, Marathi",Married,1,Balanced,Weekly,24,76,Credit Card,Bike,Mainstream,30,Non-Vegetarian,Low,93,35,48,92,89,60,36,Samsung,Friendly,Long,72,55,3,94,85,91,32,61,62,73,97
P02768,19,Female,Pune,Maharashtra,B.Tech,Designer,1974000,"Hindi, English, Marathi",Single,0,Luxury,Weekly,20,80,Credit Card,Both,Mainstream,63,Non-Vegetarian,Low,81,94,99,88,59,86,66,Titan,Concise,Long,20,70,100,59,66,20,99,50,44,2,7
P02769,58,Male,Indore,Madhya Pradesh,B.Tech,Nurse,1891000,"Hindi, English, Telugu",Married,2,Minimalist,Monthly,75,25,Cash,Bike,Mainstream,30,Vegan,Medium,15,71,27,19,100,28,76,Puma,Friendly,Short,19,10,44,44,73,45,24,20,28,76,81
P02770,32,Male,Jaipur,Rajasthan,PhD,Content Creator,830000,"Hindi, English, Telugu",Single,0,Minimalist,Occasionally,55,45,Debit Card,None,Late Adopter,62,Vegan,Low,21,66,13,7,94,72,75,Samsung,Concise,Short,67,77,72,43,7,6,7,29,68,71,81
P02771,57,Male,Indore,Madhya Pradesh,B.Com,Teacher,437000,"Hindi, English, Marathi",Married,0,Minimalist,Weekly,82,18,Credit Card,Both,Mainstream,73,Vegan,Low,22,52,75,1,58,17,93,Titan,Direct,Medium,78,32,89,37,38,55,78,49,78,1,82
P02772,55,Male,Bhopal,Madhya Pradesh,B.Tech,Doctor,829000,"Hindi, English, Marathi",Single,0,Luxury,Occasionally,40,60,Net Banking,None,Mainstream,35,Vegan,Low,1,64,74,11,78,33,76,Nike,Friendly,Medium,80,89,92,85,21,8,23,63,27,86,7
P02773,37,Female,Bengaluru,Karnataka,High School,Designer,2826000,"Hindi, English",Single,0,Balanced,Weekly,23,77,UPI,None,Early Adopter,9,Vegan,Medium,4,45,14,18,88,10,8,Levi's,Professional,Short,42,26,46,98,87,38,88,22,96,32,55
P02774,41,Male,Kochi,Kerala,MCA,Designer,3231000,"Hindi, English, Telugu",Married,0,Luxury,Weekly,26,74,Cash,Car,Early Adopter,40,Vegetarian,Medium,100,67,43,80,52,15,65,Tata,Professional,Medium,42,84,69,44,33,94,57,29,80,71,73
P02775,33,Male,Indore,Madhya Pradesh,M.Tech,Software Engineer,1642000,English,Single,0,Balanced,Weekly,87,13,Cash,Bike,Late Adopter,11,Vegetarian,Medium,3,58,16,54,69,73,17,Adidas,Friendly,Short,63,15,11,36,49,60,41,27,5,12,41
P02776,49,Male,Jaipur,Rajasthan,MBA,Business Owner,478000,English,Single,0,Luxury,Weekly,45,55,Credit Card,Both,Late Adopter,51,Vegan,High,80,85,74,16,86,66,17,Boat,Professional,Short,36,19,93,69,29,17,33,22,4,6,78
P02777,39,Female,Indore,Madhya Pradesh,High School,Nurse,4341000,English,Single,0,Luxury,Monthly,47,53,Net Banking,Both,Mainstream,51,Eggetarian,Low,53,32,93,30,92,27,16,Adidas,Friendly,Medium,54,24,11,23,81,60,36,11,93,89,40
P02778,18,Female,Jaipur,Rajasthan,Diploma,Sales Executive,1234000,"Hindi, English, Marathi",Single,0,Balanced,Weekly,87,13,Net Banking,None,Mainstream,16,Vegan,High,29,36,74,54,12,59,40,Sony,Professional,Long,58,81,92,65,24,8,61,85,76,43,94
P02779,63,Male,Bhopal,Madhya Pradesh,MCA,Designer,4050000,"Hindi, English, Tamil",Married,3,Luxury,Weekly,45,55,Cash,None,Mainstream,27,Vegetarian,Low,63,54,25,87,15,63,36,Titan,Direct,Long,53,59,33,29,14,19,16,95,70,24,59
P02780,27,Female,Hyderabad,Telangana,M.Tech,Business Owner,2004000,"Hindi, English, Telugu",Single,0,Balanced,Monthly,47,53,Credit Card,None,Mainstream,72,Eggetarian,High,11,55,84,33,60,94,44,Sony,Direct,Long,14,43,60,94,89,48,36,14,48,59,79
P02781,45,Male,Chennai,Tamil Nadu,B.Sc,Marketing Manager,1423000,English,Single,0,Balanced,Weekly,33,67,Net Banking,Bike,Early Adopter,80,Vegan,High,65,55,17,20,32,87,42,Adidas,Professional,Long,23,20,16,29,83,20,91,72,54,69,64
P02782,62,Female,Mumbai,Maharashtra,B.Tech,Designer,4833000,"Hindi, English, Tamil",Single,0,Balanced,Weekly,91,9,Net Banking,Bike,Late Adopter,37,Vegan,Medium,70,48,80,65,78,32,39,Boat,Friendly,Short,95,66,6,99,13,77,33,87,2,80,37
P02783,41,Male,Ahmedabad,Gujarat,MCA,Government Employee,368000,Hindi,Single,0,Balanced,Monthly,72,28,Net Banking,Car,Late Adopter,94,Eggetarian,Low,48,32,88,50,17,31,56,Apple,Concise,Medium,72,21,56,30,57,37,90,3,49,65,92
P02784,38,Female,Pune,Maharashtra,M.Tech,Designer,1310000,"Hindi, English",Single,0,Balanced,Weekly,18,82,Debit Card,Car,Mainstream,92,Vegan,Medium,36,55,37,28,77,66,73,Tata,Concise,Long,77,28,1,95,57,1,1,36,51,53,54
P02785,21,Female,Chennai,Tamil Nadu,B.Tech,Teacher,3543000,English,Single,0,Balanced,Monthly,23,77,UPI,Bike,Early Adopter,43,Non-Vegetarian,Low,51,35,91,4,93,73,9,Tata,Direct,Long,98,58,95,2,51,56,73,30,41,38,66
P02786,56,Male,Kolkata,West Bengal,High School,Accountant,1503000,Hindi,Single,0,Balanced,Occasionally,21,79,UPI,None,Mainstream,41,Vegetarian,Medium,63,25,67,28,30,77,89,Tata,Concise,Short,38,79,67,25,41,53,31,24,61,61,7
P02787,31,Female,Indore,Madhya Pradesh,PhD,Doctor,1405000,English,Married,3,Balanced,Monthly,53,47,Cash,Both,Mainstream,85,Non-Vegetarian,Medium,35,32,57,77,87,64,91,Tata,Concise,Long,44,18,44,39,17,13,59,12,98,78,16
P02788,44,Female,Kolkata,West Bengal,PhD,Accountant,2907000,"Hindi, English, Telugu",Single,0,Balanced,Weekly,31,69,Debit Card,Car,Late Adopter,41,Vegetarian,Medium,90,28,60,47,100,83,87,Boat,Direct,Medium,78,81,44,91,16,98,9,91,33,15,2
P02789,23,Male,Bengaluru,Karnataka,PhD,Content Creator,4556000,"Hindi, English, Telugu",Single,0,Minimalist,Monthly,69,31,Net Banking,None,Mainstream,80,Eggetarian,Medium,13,26,64,25,76,17,49,Sony,Concise,Long,48,99,88,93,79,66,10,84,68,26,99
P02790,48,Male,Mumbai,Maharashtra,PhD,Lawyer,4236000,English,Single,0,Luxury,Monthly,23,77,Debit Card,Both,Early Adopter,64,Eggetarian,Low,38,73,81,64,54,64,40,Apple,Direct,Short,69,52,63,33,94,13,54,4,59,31,98
P02791,23,Female,Bhopal,Madhya Pradesh,B.Sc,Nurse,4080000,"Hindi, English, Tamil",Single,0,Minimalist,Monthly,78,22,Debit Card,Both,Late Adopter,54,Vegetarian,Low,70,81,22,98,39,7,67,Nike,Concise,Long,97,17,57,82,98,38,5,49,40,64,6
P02792,52,Female,Bhopal,Madhya Pradesh,B.Sc,Lawyer,4869000,Hindi,Married,3,Balanced,Occasionally,95,5,Credit Card,None,Early Adopter,62,Eggetarian,High,69,64,76,33,25,19,95,Apple,Professional,Short,4,5,100,99,77,86,35,86,28,50,44
P02793,56,Female,Kolkata,West Bengal,High School,Accountant,4185000,"Hindi, English, Telugu",Married,2,Luxury,Weekly,43,57,Credit Card,Bike,Early Adopter,56,Vegetarian,Medium,99,90,76,33,25,100,39,Levi's,Friendly,Long,87,55,75,89,85,29,21,14,43,17,74
P02794,62,Female,Hyderabad,Telangana,M.Tech,Software Engineer,3879000,"Hindi, English, Tamil",Single,0,Balanced,Monthly,75,25,Net Banking,None,Late Adopter,66,Non-Vegetarian,Medium,35,78,85,94,81,2,87,Tata,Professional,Short,90,24,48,40,62,18,39,55,27,28,5
P02795,30,Female,Jaipur,Rajasthan,MBBS,Content Creator,2517000,"Hindi, English, Telugu",Single,0,Luxury,Monthly,85,15,Credit Card,None,Late Adopter,74,Eggetarian,Low,82,96,56,53,54,91,38,Levi's,Direct,Medium,40,88,61,13,75,74,52,16,29,97,89
P02796,61,Male,Lucknow,Uttar Pradesh,PhD,Designer,4118000,Hindi,Single,0,Minimalist,Weekly,70,30,Net Banking,None,Early Adopter,85,Vegan,High,41,21,64,89,18,93,35,Boat,Direct,Medium,73,44,25,48,91,10,64,11,60,16,16
P02797,53,Male,Delhi,Delhi,Diploma,Nurse,2210000,"Hindi, English, Marathi",Single,0,Minimalist,Weekly,25,75,Cash,None,Early Adopter,17,Vegetarian,Low,6,98,14,77,43,78,39,Apple,Concise,Medium,80,46,4,28,27,33,53,57,4,48,59
P02798,46,Male,Lucknow,Uttar Pradesh,B.Sc,Software Engineer,2498000,"Hindi, English, Marathi",Married,1,Luxury,Monthly,33,67,Cash,Bike,Late Adopter,1,Eggetarian,High,37,91,83,51,11,99,94,Titan,Direct,Short,68,66,20,28,73,65,70,98,38,25,61
P02799,48,Male,Indore,Madhya Pradesh,Diploma,Farmer,1854000,Hindi,Single,0,Luxury,Occasionally,92,8,Debit Card,None,Late Adopter,62,Eggetarian,High,31,5,80,83,62,22,88,Apple,Professional,Long,91,52,69,13,71,20,7,99,36,10,17
P02800,56,Male,Jaipur,Rajasthan,High School,Sales Executive,4985000,English,Single,0,Minimalist,Monthly,40,60,Debit Card,Car,Late Adopter,81,Vegan,High,72,83,98,55,28,11,40,Sony,Concise,Short,36,96,11,13,47,16,54,91,54,75,44
P02801,38,Male,Hyderabad,Telangana,B.Tech,Marketing Manager,883000,"Hindi, English",Married,0,Balanced,Monthly,27,73,Net Banking,None,Mainstream,69,Vegetarian,Medium,7,60,64,31,3,74,72,Adidas,Friendly,Short,24,68,19,16,82,1,18,16,45,20,26
P02802,35,Female,Kochi,Kerala,Diploma,Business Owner,1072000,English,Single,0,Balanced,Monthly,26,74,UPI,Both,Mainstream,77,Vegetarian,High,46,6,52,40,14,77,59,Levi's,Friendly,Short,4,28,51,2,62,15,38,75,91,67,59
P02803,20,Male,Ahmedabad,Gujarat,MBBS,Content Creator,2344000,"Hindi, English",Single,0,Balanced,Occasionally,45,55,Cash,Both,Mainstream,87,Non-Vegetarian,Low,96,37,16,90,27,87,13,Tata,Friendly,Long,78,27,24,23,94,30,75,39,96,64,100
P02804,60,Male,Chandigarh,Chandigarh,High School,Student,3067000,Hindi,Married,3,Balanced,Monthly,66,34,Cash,Bike,Mainstream,69,Eggetarian,Medium,67,68,86,8,9,5,75,Tata,Concise,Short,34,69,87,24,80,7,36,47,2,47,64
P02805,31,Male,Kolkata,West Bengal,M.Tech,Freelancer,3427000,English,Married,2,Luxury,Monthly,63,37,Net Banking,Both,Early Adopter,17,Non-Vegetarian,Medium,4,75,100,13,35,40,21,Titan,Professional,Medium,70,28,12,88,98,55,1,37,77,50,98
P02806,60,Male,Hyderabad,Telangana,Diploma,Doctor,1852000,English,Married,3,Balanced,Occasionally,69,31,Credit Card,Bike,Late Adopter,59,Eggetarian,Low,38,46,30,98,91,88,19,Titan,Friendly,Medium,70,48,87,92,66,8,18,92,42,59,52
P02807,57,Female,Bengaluru,Karnataka,PhD,Doctor,4084000,"Hindi, English, Tamil",Married,0,Luxury,Monthly,13,87,Cash,Car,Early Adopter,60,Non-Vegetarian,High,90,71,42,88,48,12,69,Tata,Professional,Long,42,30,77,36,45,26,36,45,22,27,68
P02808,65,Female,Delhi,Delhi,Diploma,Lawyer,3544000,"Hindi, English, Telugu",Single,0,Minimalist,Weekly,19,81,Debit Card,Car,Late Adopter,92,Vegan,High,73,96,92,36,24,22,96,Adidas,Professional,Short,32,19,40,21,53,89,22,66,79,94,69
P02809,56,Male,Lucknow,Uttar Pradesh,MBA,Software Engineer,3040000,"Hindi, English, Telugu",Married,2,Balanced,Weekly,55,45,Credit Card,Car,Mainstream,49,Vegetarian,High,64,25,74,94,80,49,34,Samsung,Concise,Medium,85,81,94,86,44,60,1,62,58,77,34
P02810,55,Male,Delhi,Delhi,High School,Student,1738000,English,Married,3,Balanced,Weekly,58,42,Credit Card,None,Mainstream,99,Vegan,Low,73,9,20,91,56,54,90,Levi's,Direct,Medium,28,71,18,28,27,61,78,63,13,28,4
P02811,28,Female,Indore,Madhya Pradesh,MBA,Software Engineer,1952000,English,Single,0,Balanced,Occasionally,37,63,UPI,None,Late Adopter,63,Non-Vegetarian,Medium,32,64,49,23,62,99,39,Nike,Direct,Long,95,52,7,5,23,14,80,15,20,88,39
P02812,22,Female,Chennai,Tamil Nadu,B.Sc,Lawyer,3915000,"Hindi, English, Marathi",Single,0,Luxury,Occasionally,89,11,Credit Card,Car,Late Adopter,77,Non-Vegetarian,Low,26,82,11,58,81,34,70,Boat,Concise,Long,34,15,48,19,2,100,27,13,39,60,48
P02813,37,Male,Patna,Bihar,M.Tech,Software Engineer,4038000,English,Married,1,Luxury,Monthly,75,25,Cash,Car,Mainstream,15,Non-Vegetarian,Medium,36,79,79,68,46,49,38,Levi's,Friendly,Medium,47,32,94,55,41,88,92,88,48,41,51
P02814,18,Female,Hyderabad,Telangana,B.Tech,Doctor,1831000,"Hindi, English, Tamil",Single,0,Luxury,Weekly,76,24,Debit Card,None,Mainstream,98,Vegetarian,Low,91,81,4,54,70,29,14,Nike,Friendly,Long,44,5,31,33,11,25,43,79,5,64,96
P02815,20,Female,Ahmedabad,Gujarat,Diploma,Designer,895000,English,Single,0,Balanced,Occasionally,50,50,Net Banking,Both,Early Adopter,15,Vegan,Low,2,65,61,99,65,9,25,Nike,Direct,Short,15,15,100,69,89,23,83,59,78,70,92
